CODIGO-IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;SG_UF_PROGRAMA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA
10001018002P1;BIOLOGIA EXPERIMENTAL;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018004P4;DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018005P0;GEOGRAFIA;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018006P7;ADMINISTRAÇÃO;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018009P6;PSICOLOGIA;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018010P4;LETRAS;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018011P0;EDUCAÇÃO;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018012P7;ESTUDOS LITERÁRIOS;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
10001018016P2;EDUCAÇÃO ESCOLAR;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;PROFISSIONAL
10001018017P9;CIÊNCIAS AMBIENTAIS;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;ROLIM DE MOURA       ;ACADÊMICO   
10001018039P2;DIREITOS HUMANOS E DESENVOLVIMENTO DA JUSTIÇA;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;PROFISSIONAL
10001018040P0;ENSINO DE CIÊNCIAS DA NATUREZA - PPGECN;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;RO;NORTE       ;PORTO VELHO          ;ACADÊMICO   
11001011001P8;ECOLOGIA E MANEJO DE RECURSOS NATURAIS;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011003P0;LETRAS- LINGUAGEM E IDENTIDADE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011004P7;PRODUÇÃO VEGETAL;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011005P3;SAÚDE COLETIVA;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011005P3;SAÚDE COLETIVA;FIOCRUZ;FUNDACAO OSWALDO CRUZ (FIOCRUZ);AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011005P3;SAÚDE COLETIVA;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011006P0;CIÊNCIA, INOVAÇÃO E TECNOLOGIA PARA A AMAZÔNIA;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011007P6;ENSINO DE CIÊNCIAS E MATEMÁTICA;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;PROFISSIONAL
11001011008P2;SANIDADE E PRODUÇÃO ANIMAL SUSTENTÁVEL NA AMAZÔNIA OCIDENTAL;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011070P0;CIÊNCIAS DA SAÚDE NA AMAZÔNIA OCIDENTAL;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
11001011071P6;CIÊNCIA FLORESTAL;UFAC;UNIVERSIDADE FEDERAL DO ACRE;AC;NORTE       ;RIO BRANCO           ;ACADÊMICO   
12001015001P0;EDUCAÇÃO;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015002P7;QUÍMICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015003P3;AGRONOMIA TROPICAL;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015006P2;FÍSICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015007P9;CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015008P5;GEOCIÊNCIAS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015009P1;ENGENHARIA DE PRODUÇÃO;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;PROFISSIONAL
12001015012P2;INFORMÁTICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015013P9;BIOTECNOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015014P5;SOCIEDADE E CULTURA NA AMAZÔNIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015015P1;MATEMÁTICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015016P8;CIÊNCIAS FLORESTAIS E AMBIENTAIS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015018P0;SAÚDE, SOCIEDADE E ENDEMIAS NA AMAZÔNIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015021P1;ENGENHARIA ELÉTRICA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015022P8;ENGENHARIA CIVIL;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015023P4;HISTÓRIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015024P0;SOCIOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015025P7;CIÊNCIAS PESQUEIRAS NOS TRÓPICOS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015026P3;GEOGRAFIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015027P0;SERVIÇO SOCIAL;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015029P2;ANTROPOLOGIA SOCIAL;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015032P3;CIÊNCIAS DA COMUNICAÇÃO;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015033P0;CIÊNCIAS FARMACÊUTICAS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015034P6;IMUNOLOGIA BÁSICA E APLICADA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015035P2;CIÊNCIA E ENGENHARIA DE MATERIAIS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015036P9;PSICOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015037P5;LETRAS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAFRO / RO;CENTRO DE PESQUISA AGROFLORESTAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAF/RR;CENTRO DE PESQUISA AGROFLORESTAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAF/RR;CENTRO DE PESQUISA AGROFLORESTAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAFRO / RO;CENTRO DE PESQUISA AGROFLORESTAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAF/RR;CENTRO DE PESQUISA AGROFLORESTAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA-CPAFAP;EMBRAPA-AMAPÁ - CENTRO DE PESQUISA AGROFLORESTAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;FIOCRUZ-RO;FIOCRUZ ( RONDÔNIA );MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFOPA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAFRO / RO;CENTRO DE PESQUISA AGROFLORESTAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFOPA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAF/RR;CENTRO DE PESQUISA AGROFLORESTAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA-CPAFAP;EMBRAPA-AMAPÁ - CENTRO DE PESQUISA AGROFLORESTAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
